"Jahr","QuarSort","QuarLang","GbdArt1","GbdArt1n","AnzGeb","Rauminhalt","PersonenGT2","AnzWhg","WohnFl","PersInWhgGT2","KreisSort","KreisLang","GbdArt2","GbdArt2n","GbdArtPub","GbdArtPubName"
2013,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,81846,452,199,9568,".",9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2014,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",14,81846,454,199,9568,227,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2015,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",13,72646,388,165,6658,171,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2016,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",13,72646,376,166,6718,174,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2017,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",13,72646,387,165,6675,170,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2018,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",13,72646,395,165,6675,176,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2019,91,"Albisrieden",130.2,"Alterswohnhaus-/heim",13,117560,257,246,12366,125,9,"Kreis 9",130,"Wohngebäude für Gemeinschaften",3,"Spezielle Wohngebäude"
2013,91,"Albisrieden",211.1,"Hotel",1,1723,".",15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",211.1,"Hotel",1,2230,".",15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",211.1,"Hotel",1,2230,".",15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",211.1,"Hotel",1,2230,4,15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",211.1,"Hotel",1,2230,3,15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",211.1,"Hotel",1,2230,3,15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",211.1,"Hotel",1,2230,".",15,336,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",211.2,"Restaurant",5,28615,9,0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2009,91,"Albisrieden",211.2,"Restaurant",5,28615,8,0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2010,91,"Albisrieden",211.2,"Restaurant",4,26778,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2011,91,"Albisrieden",211.2,"Restaurant",4,26778,32,0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2012,91,"Albisrieden",211.2,"Restaurant",4,26778,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2013,91,"Albisrieden",211.2,"Restaurant",4,26778,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",211.2,"Restaurant",4,26778,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",211.2,"Restaurant",4,26671,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",211.2,"Restaurant",4,26671,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",211.2,"Restaurant",4,26671,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",211.2,"Restaurant",4,26671,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",211.2,"Restaurant",4,26671,".",0,0,".",9,"Kreis 9",211,"Hotelgebäude",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,5,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2009,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,8,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2010,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,8,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2011,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,9,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2012,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,9,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2013,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,6,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,6,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,8,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,6,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",1,759,5,0,0,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",2,2209,4,3,280,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",212.1,"Andere Gebäude für kurzfristige Beherbergung",2,2209,5,3,280,".",9,"Kreis 9",212,"Andere Gebäude für kurzfristige Beherbergung",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",220.1,"Geschäftshaus",48,459091,87,11,1187,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2009,91,"Albisrieden",220.1,"Geschäftshaus",47,453131,91,11,1187,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2010,91,"Albisrieden",220.1,"Geschäftshaus",46,447141,103,10,1089,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2011,91,"Albisrieden",220.1,"Geschäftshaus",48,451912,148,28,2524,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2012,91,"Albisrieden",220.1,"Geschäftshaus",46,445118,159,29,2667,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2013,91,"Albisrieden",220.1,"Geschäftshaus",44,465635,157,33,3367,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",220.1,"Geschäftshaus",42,433797,126,31,3228,80,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",220.1,"Geschäftshaus",43,439279,123,31,3228,75,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",220.1,"Geschäftshaus",44,443054,129,30,3320,82,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",220.1,"Geschäftshaus",46,469233,120,30,3320,81,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",220.1,"Geschäftshaus",45,458120,121,30,3289,84,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",220.1,"Geschäftshaus",46,552514,102,28,2957,79,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",220.2,"Bürogebäude",25,407401,41,7,578,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2009,91,"Albisrieden",220.2,"Bürogebäude",26,413361,42,7,578,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2010,91,"Albisrieden",220.2,"Bürogebäude",26,339716,42,7,578,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2011,91,"Albisrieden",220.2,"Bürogebäude",26,340893,39,8,944,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2012,91,"Albisrieden",220.2,"Bürogebäude",26,360476,37,8,944,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2013,91,"Albisrieden",220.2,"Bürogebäude",23,298234,16,9,1044,".",9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",220.2,"Bürogebäude",23,310362,14,9,1044,14,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",220.2,"Bürogebäude",22,304355,13,7,841,13,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",220.2,"Bürogebäude",22,307181,14,6,721,14,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",220.2,"Bürogebäude",22,297878,15,7,841,15,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",220.2,"Bürogebäude",21,296659,10,7,841,10,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",220.2,"Bürogebäude",20,277439,13,7,841,13,9,"Kreis 9",220,"Bürogebäude",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",12,20456,17,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2009,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",12,20456,13,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2010,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",12,20456,13,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2011,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",13,20839,11,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2012,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",13,21296,9,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2013,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",13,21302,9,4,451,".",9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2014,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",13,21302,8,4,451,7,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2015,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",13,20835,9,4,451,8,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2016,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",14,21193,8,4,451,6,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2017,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",14,21193,7,4,451,6,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2018,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",14,21193,7,4,451,6,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2019,91,"Albisrieden",230.1,"Gross- und Einzelhandelsgebäude",14,21193,7,4,451,6,9,"Kreis 9",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2008,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",2,48,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2009,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",2,48,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2010,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",2,48,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2011,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",3,75,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2012,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",4,102,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2013,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",6,147,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2014,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",6,147,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2015,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",6,147,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2016,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",5,120,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2017,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",5,120,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2018,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",5,120,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2019,91,"Albisrieden",241.3,"Tram und Bus Wartehalle",4,96,".",0,0,".",9,"Kreis 9",274,"Sonstige Hochbauten",7,"Kleingebäude"
2008,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",183,31285,4,0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2009,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",183,31303,4,0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2010,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",182,31320,4,0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2011,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",178,30288,3,0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2012,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",175,29893,3,0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2013,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",170,28816,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2014,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",169,28621,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2015,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",169,28261,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2016,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",164,27550,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2017,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",163,27418,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2018,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",163,28391,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2019,91,"Albisrieden",242.1,"Garagen (1-9 Parkplätze)",163,28394,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",7,"Kleingebäude"
2008,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",78,268641,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2009,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",79,272754,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2010,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",81,272232,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2011,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",83,348886,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2012,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",85,363097,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2013,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",87,308286,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2014,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",87,302337,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2015,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",89,306703,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2016,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",95,367990,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2017,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",97,380130,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2018,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",99,414200,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2019,91,"Albisrieden",242.2,"Garagen (mehr als 9 Parkplätze)",99,412698,".",0,0,".",9,"Kreis 9",242,"Garagengebäude",6,"Infrastrukturgebäude"
2008,91,"Albisrieden",251.1,"Industriegebäude",18,48662,12,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,91,"Albisrieden",251.1,"Industriegebäude",18,48662,12,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,91,"Albisrieden",251.1,"Industriegebäude",17,47930,11,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,91,"Albisrieden",251.1,"Industriegebäude",17,50027,9,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,91,"Albisrieden",251.1,"Industriegebäude",17,50027,9,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,91,"Albisrieden",251.1,"Industriegebäude",17,49571,7,3,215,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,91,"Albisrieden",251.1,"Industriegebäude",16,36994,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,91,"Albisrieden",251.1,"Industriegebäude",16,36998,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,91,"Albisrieden",251.1,"Industriegebäude",15,36384,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,91,"Albisrieden",251.1,"Industriegebäude",15,36384,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,91,"Albisrieden",251.1,"Industriegebäude",15,36384,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,91,"Albisrieden",251.1,"Industriegebäude",15,36390,".",1,75,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,91,"Albisrieden",251.2,"Werkstattgebäude",24,50361,16,8,912,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,91,"Albisrieden",251.2,"Werkstattgebäude",23,50297,16,8,912,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,91,"Albisrieden",251.2,"Werkstattgebäude",23,50363,21,8,912,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,91,"Albisrieden",251.2,"Werkstattgebäude",24,50575,22,10,1031,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,91,"Albisrieden",251.2,"Werkstattgebäude",24,48686,21,11,1146,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,91,"Albisrieden",251.2,"Werkstattgebäude",23,49043,18,9,1000,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,91,"Albisrieden",251.2,"Werkstattgebäude",24,49351,20,9,1000,20,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,91,"Albisrieden",251.2,"Werkstattgebäude",23,48972,17,7,785,17,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,91,"Albisrieden",251.2,"Werkstattgebäude",22,46921,13,6,630,13,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,91,"Albisrieden",251.2,"Werkstattgebäude",23,48419,15,6,623,15,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,91,"Albisrieden",251.2,"Werkstattgebäude",23,50001,15,6,623,15,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,91,"Albisrieden",251.2,"Werkstattgebäude",23,50199,13,6,623,13,9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",12,29767,10,1,101,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",12,29767,10,1,101,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",12,53134,10,1,101,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",11,52684,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",11,64850,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",10,48967,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",10,55023,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",10,55023,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",10,54842,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",9,48659,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",9,48659,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,91,"Albisrieden",251.9,"Übriges Gebäude für Industrie",9,48660,".",0,0,".",9,"Kreis 9",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,91,"Albisrieden",252.1,"Lager, Silo",32,159145,19,0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2009,91,"Albisrieden",252.1,"Lager, Silo",32,159145,23,0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2010,91,"Albisrieden",252.1,"Lager, Silo",38,234864,24,0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2011,91,"Albisrieden",252.1,"Lager, Silo",36,231086,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2012,91,"Albisrieden",252.1,"Lager, Silo",35,224031,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2013,91,"Albisrieden",252.1,"Lager, Silo",24,155387,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2014,91,"Albisrieden",252.1,"Lager, Silo",23,146736,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2015,91,"Albisrieden",252.1,"Lager, Silo",23,146735,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2016,91,"Albisrieden",252.1,"Lager, Silo",23,146793,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2017,91,"Albisrieden",252.1,"Lager, Silo",20,37860,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2018,91,"Albisrieden",252.1,"Lager, Silo",20,37859,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2019,91,"Albisrieden",252.1,"Lager, Silo",20,37859,".",0,0,".",9,"Kreis 9",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2008,91,"Albisrieden",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,1888,".",0,0,".",9,"Kreis 9",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
