T_23,,,,
Ausländeranteil und Bevölkerung,,,,
"nach Herkunft, Stadtkreis und Stadtquartier",,,,
1997,,,,
 ,,,,
"Quelle: Statistik Stadt Zürich, BVS6",,,,
 ,,,,
,,,,
,Total,Schweizer/-innen,Ausländer/-innen,"Anteil ausländische
Bevölkerung (%)"
Ganze Stadt, 358 594, 256 039, 102 555,  28.6
Kreis 1, 5 866, 4 685, 1 181,  20.1
Rathaus, 3 083, 2 512,  571,  18.5
Hochschulen,  762,  584,  178,  23.4
Lindenhof, 1 025,  875,  150,  14.6
City,  996,  714,  282,  28.3
Kreis 2, 28 468, 22 402, 6 066,  21.3
Wollishofen, 15 820, 12 447, 3 373,  21.3
Leimbach, 4 484, 3 697,  787,  17.6
Enge, 8 164, 6 258, 1 906,  23.3
Kreis 3, 46 123, 31 033, 15 090,  32.7
Alt-Wiedikon, 15 000, 9 853, 5 147,  34.3
Friesenberg, 9 991, 7 999, 1 992,  19.9
Sihlfeld, 21 132, 13 181, 7 951,  37.6
Kreis 4, 27 292, 14 912, 12 380,  45.4
Werd, 3 928, 2 377, 1 551,  39.5
Langstrasse, 10 480, 5 843, 4 637,  44.2
Hard, 12 884, 6 692, 6 192,  48.1
Kreis 5, 11 147, 6 005, 5 142,  46.1
Gewerbeschule, 9 525, 5 098, 4 427,  46.5
Escher Wyss, 1 622,  907,  715,  44.1
Kreis 6, 30 275, 23 497, 6 778,  22.4
Unterstrass, 20 281, 15 704, 4 577,  22.6
Oberstrass, 9 994, 7 793, 2 201,  22.0
Kreis 7, 33 753, 27 613, 6 140,  18.2
Fluntern, 7 191, 5 777, 1 414,  19.7
Hottingen, 10 326, 8 185, 2 141,  20.7
Hirslanden, 6 659, 5 455, 1 204,  18.1
Witikon, 9 577, 8 196, 1 381,  14.4
Kreis 8, 15 428, 11 780, 3 648,  23.6
Seefeld, 5 155, 3 922, 1 233,  23.9
Mühlebach, 5 474, 4 300, 1 174,  21.4
Weinegg, 4 799, 3 558, 1 241,  25.9
Kreis 9, 44 293, 31 061, 13 232,  29.9
Albisrieden, 16 630, 13 017, 3 613,  21.7
Altstetten, 27 663, 18 044, 9 619,  34.8
Kreis 10, 35 610, 26 902, 8 708,  24.5
Höngg, 19 793, 16 517, 3 276,  16.6
Wipkingen, 15 817, 10 385, 5 432,  34.3
Kreis 11, 52 661, 37 114, 15 547,  29.5
Affoltern, 18 177, 13 508, 4 669,  25.7
Oerlikon, 16 765, 11 427, 5 338,  31.8
Seebach, 17 719, 12 179, 5 540,  31.3
Kreis 12, 27 678, 19 035, 8 643,  31.2
Saatlen, 6 428, 4 757, 1 671,  26.0
Schwamendingen-Mitte, 10 237, 6 625, 3 612,  35.3
Hirzenbach, 11 013, 7 653, 3 360,  30.5
